id,number,update_date,available_bikes,available_bike_stands,weather
79109,111,1680550762000,7,33,Clouds
79110,26,1680550578000,10,10,Clouds
79111,65,1680550560000,0,40,Clouds
79112,15,1680550825000,0,13,Clouds
79113,86,1680550830000,27,11,Clouds
79114,35,1680550636000,14,15,Clouds
79115,10,1680550863000,11,5,Clouds
79116,100,1680550898000,25,0,Clouds
79117,24,1680550938000,2,18,Clouds
79118,64,1680550641000,24,16,Clouds
79119,109,1680550922000,9,20,Clouds
79120,85,1680550903000,19,16,Clouds
79121,107,1680550916000,18,22,Clouds
79122,33,1680550570000,18,5,Clouds
79123,44,1680550587000,4,26,Clouds
79124,89,1680550679000,0,40,Clouds
79125,57,1680550967000,4,19,Clouds
79126,80,1680550859000,12,28,Clouds
79127,41,1680550681000,9,11,Clouds
79128,3,1680550532000,7,13,Clouds
79129,40,1680550986000,5,16,Clouds
79130,29,1680550900000,16,13,Clouds
79131,103,1680550797000,9,31,Clouds
79132,28,1680550896000,4,26,Clouds
79133,39,1680550949000,2,18,Clouds
79134,83,1680550549000,18,22,Clouds
79135,92,1680550582000,33,7,Clouds
79136,21,1680550204000,1,29,Clouds
79137,88,1680550820000,20,10,Clouds
79138,42,1680551637000,24,6,Clouds
79139,30,1680551397000,2,18,Clouds
79140,54,1680551389000,10,23,Clouds
79141,108,1680551585000,5,30,Clouds
79142,20,1680551106000,4,26,Clouds
79143,56,1680551466000,12,28,Clouds
79144,6,1680551420000,4,16,Clouds
79145,18,1680551625000,15,15,Clouds
79146,32,1680551452000,12,18,Clouds
79147,52,1680551550000,4,28,Clouds
79148,48,1680551419000,10,30,Clouds
79149,13,1680551345000,9,21,Clouds
79150,43,1680551341000,29,0,Clouds
79151,31,1680551646000,16,4,Clouds
79152,98,1680551507000,14,26,Clouds
79153,14,1680551511000,22,8,Clouds
79154,1,1680551272000,10,21,Clouds
79155,23,1680551589000,28,2,Clouds
79156,106,1680551448000,11,29,Clouds
79157,112,1680551290000,22,7,Clouds
79158,68,1680551526000,13,27,Clouds
79159,74,1680551681000,11,19,Clouds
79160,87,1680551679000,5,33,Clouds
79161,84,1680551271000,6,24,Clouds
79162,90,1680551661000,4,36,Clouds
79163,11,1680551580000,8,22,Clouds
79164,17,1680551282000,9,11,Clouds
79165,45,1680551459000,14,16,Clouds
79166,114,1680551402000,2,38,Clouds
79167,72,1680551649000,5,26,Clouds
79168,63,1680551408000,17,18,Clouds
79169,113,1680551401000,8,32,Clouds
79170,91,1680551296000,30,0,Clouds
79171,99,1680551244000,0,30,Clouds
79172,9,1680551395000,5,19,Clouds
79173,67,1680551151000,26,14,Clouds
79174,116,1680551513000,0,30,Clouds
79175,55,1680551456000,5,29,Clouds
79176,62,1680551681000,9,11,Clouds
79177,5,1680551326000,40,0,Clouds
79178,97,1680551417000,25,15,Clouds
79179,61,1680551355000,1,24,Clouds
79180,77,1680551659000,12,17,Clouds
79181,73,1680551204000,4,26,Clouds
79182,4,1680551476000,3,17,Clouds
79183,49,1680551533000,33,7,Clouds
79184,19,1680551399000,3,27,Clouds
79185,7,1680551116000,5,24,Clouds
79186,60,1680551082000,27,3,Clouds
79187,102,1680551160000,2,38,Clouds
79188,38,1680551499000,0,40,Clouds
79189,53,1680551392000,1,39,Clouds
79190,58,1680551252000,6,34,Clouds
79191,66,1680551617000,8,32,Clouds
79192,104,1680551519000,9,31,Clouds
79193,101,1680551320000,4,26,Clouds
79194,115,1680551189000,19,11,Clouds
79195,47,1680551099000,0,40,Clouds
79196,117,1680551295000,5,35,Clouds
79197,8,1680551257000,9,21,Clouds
79198,27,1680551389000,2,17,Clouds
79199,16,1680551157000,15,5,Clouds
79200,96,1680551346000,4,26,Clouds
79201,82,1680551348000,5,3,Clouds
79202,76,1680551297000,18,20,Clouds
79203,71,1680551548000,18,22,Clouds
79204,79,1680551212000,0,27,Clouds
79205,69,1680551617000,33,7,Clouds
79206,25,1680551535000,19,11,Clouds
79207,51,1680551110000,28,12,Clouds
79208,37,1680551414000,9,21,Clouds
79209,59,1680551454000,1,19,Clouds
79210,95,1680551354000,10,30,Clouds
79211,94,1680551510000,4,36,Clouds
79212,105,1680551449000,4,32,Clouds
79213,36,1680551106000,2,38,Clouds
79214,93,1680551496000,36,4,Clouds
79215,22,1680551465000,2,17,Clouds
79216,50,1680551334000,18,22,Clouds
79217,110,1680551629000,19,21,Clouds
79218,12,1680551677000,6,14,Clouds
79219,34,1680551305000,30,0,Clouds
79220,78,1680551505000,12,28,Clouds
79221,2,1680551578000,3,17,Clouds
79222,75,1680551148000,6,34,Clouds
79223,111,1680551368000,7,33,Clouds
79224,26,1680551183000,10,10,Clouds
79225,65,1680551165000,0,40,Clouds
79226,15,1680551381000,1,12,Clouds
79227,86,1680551375000,26,12,Clouds
79228,35,1680551242000,14,15,Clouds
79229,10,1680551468000,11,5,Clouds
79230,100,1680551527000,25,0,Clouds
79231,24,1680551401000,2,18,Clouds
79232,64,1680551470000,22,18,Clouds
79233,109,1680551527000,9,20,Clouds
79234,85,1680551509000,19,16,Clouds
79235,107,1680551521000,18,22,Clouds
79236,33,1680551524000,18,5,Clouds
79237,44,1680551192000,4,26,Clouds
79238,89,1680551284000,0,40,Clouds
79239,57,1680551572000,4,19,Clouds
79240,80,1680551465000,12,28,Clouds
79241,41,1680551287000,9,11,Clouds
79242,3,1680551137000,7,13,Clouds
79243,40,1680551531000,5,16,Clouds
79244,29,1680551505000,16,13,Clouds
79245,103,1680551402000,9,31,Clouds
79246,28,1680551501000,4,26,Clouds
79247,39,1680551608000,0,20,Clouds
79248,83,1680551450000,19,21,Clouds
79249,92,1680551187000,33,7,Clouds
79250,21,1680551306000,1,29,Clouds
79251,88,1680551426000,20,10,Clouds
79252,42,1680552242000,24,6,Clouds
79253,30,1680552002000,2,18,Clouds
79254,54,1680551994000,10,23,Clouds
79255,108,1680552190000,5,30,Clouds
79256,20,1680551801000,4,26,Clouds
79257,56,1680552071000,12,28,Clouds
79258,6,1680552025000,4,16,Clouds
79259,18,1680552230000,15,15,Clouds
79260,32,1680552057000,12,18,Clouds
79261,52,1680552155000,4,28,Clouds
79262,48,1680552024000,10,30,Clouds
79263,13,1680551951000,9,21,Clouds
79264,43,1680551946000,29,0,Clouds
79265,31,1680552037000,17,3,Clouds
79266,98,1680552112000,14,26,Clouds
79267,14,1680551929000,24,6,Clouds
79268,1,1680552259000,12,19,Clouds
79269,23,1680552194000,28,2,Clouds
79270,106,1680552054000,11,29,Clouds
79271,112,1680552123000,21,8,Clouds
79272,68,1680552131000,13,27,Clouds
79273,74,1680552131000,11,19,Clouds
79274,87,1680551679000,5,33,Clouds
79275,84,1680551876000,6,24,Clouds
79276,90,1680552173000,2,38,Clouds
79277,11,1680552185000,8,22,Clouds
79278,17,1680552100000,8,12,Clouds
79279,45,1680552108000,14,16,Clouds
79280,114,1680552008000,2,38,Clouds
79281,72,1680552254000,5,26,Clouds
79282,63,1680552013000,17,18,Clouds
79283,113,1680552253000,9,31,Clouds
79284,91,1680551902000,30,0,Clouds
79285,99,1680551850000,0,30,Clouds
79286,9,1680552213000,3,21,Clouds
79287,67,1680551756000,26,14,Clouds
79288,116,1680552118000,0,30,Clouds
79289,55,1680552061000,5,29,Clouds
79290,62,1680551979000,8,12,Clouds
79291,5,1680552216000,39,1,Clouds
79292,97,1680552156000,26,14,Clouds
79293,61,1680551960000,1,24,Clouds
79294,77,1680552264000,12,17,Clouds
79295,73,1680551809000,4,26,Clouds
79296,4,1680552072000,2,18,Clouds
79297,49,1680552121000,32,8,Clouds
79298,19,1680552004000,3,27,Clouds
79299,7,1680551976000,6,23,Clouds
79300,60,1680552273000,30,0,Clouds
79301,102,1680551765000,2,38,Clouds
79302,38,1680552268000,1,39,Clouds
79303,53,1680551998000,1,39,Clouds
79304,58,1680552269000,5,35,Clouds
79305,66,1680551980000,8,32,Clouds
79306,104,1680552124000,9,31,Clouds
79307,101,1680551925000,4,26,Clouds
79308,115,1680551802000,21,9,Clouds
79309,47,1680551704000,0,40,Clouds
79310,117,1680551900000,5,35,Clouds
79311,8,1680552274000,8,22,Clouds
79312,27,1680551995000,2,17,Clouds
79313,16,1680551762000,15,5,Clouds
79314,96,1680551951000,4,26,Clouds
79315,82,1680551953000,5,3,Clouds
79316,76,1680551903000,18,20,Clouds
79317,71,1680551932000,17,23,Clouds
79318,79,1680551817000,0,27,Clouds
79319,69,1680552235000,30,10,Clouds
79320,25,1680552141000,19,11,Clouds
79321,51,1680551716000,28,12,Clouds
79322,37,1680552020000,9,21,Clouds
79323,59,1680552059000,1,19,Clouds
79324,95,1680552135000,11,29,Clouds
79325,94,1680552115000,4,36,Clouds
79326,105,1680552142000,5,31,Clouds
79327,36,1680551711000,2,38,Clouds
79328,93,1680552102000,36,4,Clouds
79329,22,1680552206000,2,17,Clouds
79330,50,1680552143000,16,24,Clouds
79331,110,1680552235000,19,21,Clouds
79332,12,1680551677000,6,14,Clouds
79333,34,1680551910000,30,0,Clouds
79334,78,1680552111000,12,28,Clouds
79335,2,1680552184000,3,17,Clouds
79336,75,1680551754000,6,34,Clouds
79337,111,1680551973000,7,33,Clouds
79338,26,1680551972000,10,10,Clouds
79339,65,1680551771000,0,40,Clouds
79340,15,1680551986000,1,12,Clouds
79341,86,1680551980000,26,12,Clouds
79342,35,1680551847000,14,15,Clouds
79343,10,1680552108000,12,4,Clouds
79344,100,1680552158000,25,0,Clouds
79345,24,1680552006000,2,18,Clouds
79346,64,1680552075000,22,18,Clouds
79347,109,1680551702000,8,21,Clouds
79348,85,1680552115000,19,16,Clouds
79349,107,1680551705000,17,23,Clouds
79350,33,1680552272000,17,6,Clouds
79351,44,1680552003000,6,24,Clouds
79352,89,1680551889000,0,40,Clouds
79353,57,1680552189000,2,21,Clouds
79354,80,1680552071000,12,28,Clouds
79355,41,1680552047000,10,10,Clouds
79356,3,1680551924000,6,14,Clouds
79357,40,1680551930000,6,15,Clouds
79358,29,1680551878000,15,14,Clouds
79359,103,1680552008000,9,31,Clouds
79360,28,1680552051000,3,27,Clouds
79361,39,1680552213000,0,20,Clouds
79362,83,1680552055000,19,21,Clouds
79363,92,1680551909000,34,6,Clouds
79364,21,1680552032000,0,30,Clouds
79365,88,1680552031000,20,10,Clouds
79366,42,1680552348000,23,7,Clouds
79367,30,1680552815000,3,17,Clouds
79368,54,1680552598000,10,23,Clouds
79369,108,1680552796000,5,30,Clouds
79370,20,1680552406000,4,26,Clouds
79371,56,1680552682000,11,29,Clouds
79372,6,1680552630000,4,16,Clouds
79373,18,1680552512000,16,14,Clouds
79374,32,1680552661000,12,18,Clouds
79375,52,1680552443000,4,28,Clouds
79376,48,1680552627000,10,30,Clouds
79377,13,1680552556000,9,21,Clouds
79378,43,1680552816000,27,2,Clouds
79379,31,1680552869000,15,5,Clouds
79380,98,1680552835000,13,27,Clouds
79381,14,1680552789000,23,7,Clouds
79382,1,1680552865000,12,19,Clouds
79383,23,1680552797000,28,2,Clouds
79384,106,1680552659000,11,29,Clouds
79385,112,1680552581000,22,7,Clouds
79386,68,1680552736000,13,27,Clouds
79387,74,1680552327000,11,19,Clouds
79388,87,1680552811000,5,33,Clouds
79389,84,1680552482000,6,24,Clouds
79390,90,1680552779000,2,38,Clouds
79391,11,1680552791000,8,22,Clouds
79392,17,1680552844000,7,13,Clouds
79393,45,1680552545000,15,15,Clouds
79394,114,1680552613000,2,38,Clouds
79395,72,1680552789000,4,27,Clouds
79396,63,1680552619000,17,18,Clouds
79397,113,1680552859000,9,31,Clouds
79398,91,1680552412000,29,1,Clouds
79399,99,1680552454000,0,30,Clouds
79400,9,1680552818000,3,21,Clouds
79401,67,1680552362000,26,14,Clouds
79402,116,1680552724000,0,30,Clouds
79403,55,1680552664000,5,29,Clouds
79404,62,1680552760000,8,12,Clouds
79405,5,1680552819000,39,1,Clouds
79406,97,1680552762000,26,14,Clouds
79407,61,1680552565000,1,24,Clouds
79408,77,1680552869000,12,17,Clouds
79409,73,1680552415000,4,26,Clouds
79410,4,1680552678000,2,18,Clouds
79411,49,1680552672000,31,9,Clouds
79412,19,1680552819000,3,27,Clouds
79413,7,1680552581000,6,23,Clouds
79414,60,1680552799000,30,0,Clouds
79415,102,1680552371000,2,38,Clouds
79416,38,1680552435000,2,38,Clouds
79417,53,1680552601000,1,39,Clouds
79418,58,1680552834000,5,35,Clouds
79419,66,1680552466000,9,31,Clouds
79420,104,1680552729000,9,31,Clouds
79421,101,1680552530000,4,26,Clouds
79422,115,1680552699000,22,8,Clouds
79423,47,1680552309000,0,40,Clouds
79424,117,1680552598000,7,33,Clouds
79425,8,1680552327000,8,22,Clouds
79426,27,1680552481000,1,18,Clouds
79427,16,1680552367000,15,5,Clouds
79428,96,1680552556000,4,26,Clouds
79429,82,1680552559000,5,3,Clouds
79430,76,1680552508000,18,20,Clouds
79431,71,1680552537000,17,23,Clouds
79432,79,1680552422000,0,27,Clouds
79433,69,1680552840000,30,10,Clouds
79434,25,1680552543000,19,11,Clouds
79435,51,1680552473000,29,11,Clouds
79436,37,1680552625000,9,21,Clouds
79437,59,1680552664000,1,19,Clouds
79438,95,1680552740000,11,29,Clouds
79439,94,1680552720000,4,36,Clouds
79440,105,1680552747000,5,31,Clouds
79441,36,1680552317000,2,38,Clouds
79442,93,1680552707000,36,4,Clouds
79443,22,1680552811000,2,17,Clouds
79444,50,1680552749000,16,24,Clouds
79445,110,1680552371000,20,20,Clouds
79446,12,1680552283000,6,14,Clouds
79447,34,1680552516000,30,0,Clouds
79448,78,1680552716000,12,28,Clouds
79449,2,1680552821000,4,16,Clouds
79450,75,1680552514000,9,31,Clouds
79451,111,1680552501000,6,34,Clouds
79452,26,1680552578000,10,10,Clouds
79453,65,1680552376000,0,40,Clouds
79454,15,1680552489000,2,11,Clouds
79455,86,1680552595000,26,12,Clouds
79456,35,1680552471000,15,14,Clouds
79457,10,1680552713000,12,4,Clouds
79458,100,1680552764000,25,0,Clouds
79459,24,1680552610000,2,18,Clouds
79460,64,1680552330000,23,17,Clouds
79461,109,1680552474000,9,20,Clouds
79462,85,1680552720000,19,16,Clouds
79463,107,1680552311000,17,23,Clouds
79464,33,1680552701000,15,8,Clouds
79465,44,1680552734000,9,21,Clouds
79466,89,1680552495000,0,40,Clouds
79467,57,1680552794000,2,21,Clouds
79468,80,1680552750000,11,29,Clouds
79469,41,1680552807000,11,9,Clouds
79470,3,1680552669000,7,13,Clouds
79471,40,1680552619000,5,16,Clouds
79472,29,1680552484000,15,14,Clouds
79473,103,1680552613000,9,31,Clouds
79474,28,1680552769000,1,29,Clouds
79475,39,1680552819000,0,20,Clouds
79476,83,1680552660000,19,21,Clouds
79477,92,1680552614000,35,5,Clouds
79478,21,1680552638000,0,30,Clouds
79479,88,1680552308000,19,11,Clouds
79480,42,1680552953000,23,7,Clouds
79481,30,1680553419000,3,17,Clouds
79482,54,1680553202000,10,23,Clouds
79483,108,1680553401000,5,30,Clouds
79484,20,1680553111000,1,29,Clouds
79485,56,1680553288000,11,29,Clouds
79486,6,1680553234000,4,16,Clouds
79487,18,1680553116000,16,14,Clouds
79488,32,1680553393000,11,19,Clouds
79489,52,1680553049000,4,28,Clouds
79490,48,1680553231000,10,30,Clouds
79491,13,1680553112000,8,22,Clouds
79492,43,1680553422000,27,2,Clouds
79493,31,1680553087000,16,4,Clouds
79494,98,1680553440000,13,27,Clouds
79495,14,1680553395000,23,7,Clouds
79496,1,1680553469000,12,19,Clouds
79497,23,1680553401000,28,2,Clouds
79498,106,1680553265000,11,29,Clouds
79499,112,1680553479000,23,6,Clouds
79500,68,1680552888000,14,26,Clouds
79501,74,1680552930000,11,19,Clouds
79502,87,1680553416000,5,33,Clouds
79503,84,1680553087000,6,24,Clouds
79504,90,1680553384000,2,38,Clouds
79505,11,1680553397000,8,22,Clouds
79506,17,1680553449000,7,13,Clouds
79507,45,1680553150000,15,15,Clouds
79508,114,1680553218000,2,38,Clouds
79509,72,1680553395000,4,27,Clouds
79510,63,1680553224000,17,18,Clouds
79511,113,1680553283000,8,32,Clouds
79512,91,1680553048000,29,1,Clouds
79513,99,1680553058000,0,30,Clouds
79514,9,1680553396000,1,23,Clouds
79515,67,1680553395000,26,14,Clouds
79516,116,1680553329000,0,30,Clouds
79517,55,1680553268000,5,29,Clouds
79518,62,1680553365000,8,12,Clouds
79519,5,1680552969000,38,2,Clouds
79520,97,1680553367000,26,14,Clouds
79521,61,1680553170000,1,24,Clouds
79522,77,1680553226000,11,18,Clouds
79523,73,1680553020000,4,26,Clouds
79524,4,1680553283000,2,18,Clouds
79525,49,1680553428000,32,8,Clouds
79526,19,1680553425000,3,27,Clouds
79527,7,1680553185000,6,23,Clouds
79528,60,1680553421000,28,1,Clouds
79529,102,1680552975000,2,38,Clouds
79530,38,1680553412000,2,38,Clouds
79531,53,1680553205000,1,39,Clouds
79532,58,1680553439000,5,35,Clouds
79533,66,1680552942000,8,32,Clouds
79534,104,1680553057000,10,30,Clouds
79535,101,1680553048000,5,25,Clouds
79536,115,1680553069000,24,6,Clouds
79537,47,1680553011000,1,39,Clouds
79538,117,1680553203000,7,33,Clouds
79539,8,1680553106000,8,22,Clouds
79540,27,1680553085000,1,18,Clouds
79541,16,1680552972000,15,5,Clouds
79542,96,1680553161000,4,26,Clouds
79543,82,1680553162000,5,3,Clouds
79544,76,1680552970000,19,19,Clouds
79545,71,1680553143000,17,23,Clouds
79546,79,1680553320000,1,26,Clouds
79547,69,1680553197000,32,8,Clouds
79548,25,1680553149000,19,11,Clouds
79549,51,1680553118000,30,10,Clouds
79550,37,1680553231000,9,21,Clouds
79551,59,1680553269000,1,19,Clouds
79552,95,1680553346000,11,29,Clouds
79553,94,1680553326000,4,36,Clouds
79554,105,1680553353000,5,31,Clouds
79555,36,1680552922000,2,38,Clouds
79556,93,1680553313000,36,4,Clouds
79557,22,1680553417000,2,17,Clouds
79558,50,1680553442000,16,24,Clouds
79559,110,1680552976000,20,20,Clouds
79560,12,1680553282000,6,14,Clouds
79561,34,1680553122000,30,0,Clouds
79562,78,1680552962000,11,29,Clouds
79563,2,1680552953000,3,17,Clouds
79564,75,1680553119000,9,31,Clouds
79565,111,1680553161000,9,31,Clouds
79566,26,1680553181000,10,10,Clouds
79567,65,1680552978000,0,40,Clouds
79568,15,1680553379000,0,13,Clouds
79569,86,1680553200000,26,12,Clouds
79570,35,1680553076000,15,14,Clouds
79571,10,1680553318000,12,4,Clouds
79572,100,1680553392000,25,0,Clouds
79573,24,1680553022000,2,18,Clouds
79574,64,1680553199000,22,18,Clouds
79575,109,1680553078000,9,20,Clouds
79576,85,1680553120000,21,14,Clouds
79577,107,1680553182000,16,24,Clouds
79578,33,1680553130000,16,7,Clouds
79579,44,1680553405000,9,21,Clouds
79580,89,1680553099000,0,40,Clouds
79581,57,1680553399000,2,21,Clouds
79582,80,1680553356000,11,29,Clouds
79583,41,1680553097000,12,8,Clouds
79584,3,1680553274000,7,13,Clouds
79585,40,1680553230000,4,17,Clouds
79586,29,1680553088000,15,14,Clouds
79587,103,1680553219000,9,31,Clouds
79588,28,1680553374000,1,29,Clouds
79589,39,1680553424000,0,20,Clouds
79590,83,1680553255000,20,20,Clouds
79591,92,1680553217000,35,5,Clouds
79592,21,1680553243000,0,30,Clouds
79593,88,1680552910000,19,11,Clouds
79594,42,1680553557000,23,7,Clouds
79595,30,1680554025000,3,17,Clouds
79596,54,1680553807000,10,23,Clouds
79597,108,1680554007000,5,30,Clouds
79598,20,1680553716000,1,29,Clouds
79599,56,1680553893000,11,29,Clouds
79600,6,1680553793000,5,15,Clouds
79601,18,1680553668000,15,15,Clouds
79602,32,1680553999000,11,19,Clouds
79603,52,1680553654000,4,28,Clouds
79604,48,1680554070000,11,29,Clouds
79605,13,1680553717000,8,22,Clouds
79606,43,1680553641000,29,0,Clouds
79607,31,1680553863000,16,4,Clouds
79608,98,1680554045000,13,27,Clouds
79609,14,1680553552000,23,7,Clouds
79610,1,1680553775000,11,20,Clouds
79611,23,1680553743000,28,2,Clouds
79612,106,1680553870000,11,29,Clouds
79613,112,1680553479000,23,6,Clouds
79614,68,1680553797000,14,26,Clouds
79615,74,1680553535000,11,19,Clouds
79616,87,1680554021000,5,33,Clouds
79617,84,1680553693000,6,24,Clouds
79618,90,1680553991000,2,38,Clouds
79619,11,1680554002000,8,22,Clouds
79620,17,1680554055000,7,13,Clouds
79621,45,1680553756000,15,15,Clouds
79622,114,1680553820000,1,39,Clouds
79623,72,1680553510000,5,26,Clouds
79624,63,1680553830000,17,18,Clouds
79625,113,1680553889000,8,32,Clouds
79626,91,1680553653000,29,1,Clouds
79627,99,1680553663000,0,30,Clouds
79628,9,1680554002000,1,23,Clouds
79629,67,1680553870000,27,13,Clouds
79630,116,1680553935000,0,30,Clouds
79631,55,1680553874000,5,29,Clouds
79632,62,1680553971000,8,12,Clouds
79633,5,1680554046000,40,0,Clouds
79634,97,1680553972000,26,14,Clouds
79635,61,1680553776000,1,24,Clouds
79636,77,1680553846000,12,17,Clouds
79637,73,1680553626000,4,26,Clouds
79638,4,1680553888000,2,18,Clouds
79639,49,1680554034000,32,8,Clouds
79640,19,1680554031000,3,27,Clouds
79641,7,1680553790000,6,23,Clouds
79642,60,1680554027000,28,1,Clouds
79643,102,1680553580000,2,38,Clouds
79644,38,1680553919000,1,39,Clouds
79645,53,1680553811000,1,39,Clouds
79646,58,1680554044000,5,35,Clouds
79647,66,1680553547000,8,32,Clouds
79648,104,1680553662000,10,30,Clouds
79649,101,1680553737000,7,23,Clouds
79650,115,1680553674000,24,6,Clouds
79651,47,1680553616000,1,39,Clouds
79652,117,1680553809000,7,33,Clouds
79653,8,1680553712000,8,22,Clouds
79654,27,1680553690000,1,18,Clouds
79655,16,1680553578000,15,5,Clouds
79656,96,1680553766000,4,26,Clouds
79657,82,1680553768000,5,3,Clouds
79658,76,1680553575000,19,19,Clouds
79659,71,1680553631000,18,22,Clouds
79660,79,1680553926000,1,26,Clouds
79661,69,1680553994000,33,7,Clouds
79662,25,1680553755000,19,11,Clouds
79663,51,1680553723000,30,10,Clouds
79664,37,1680553836000,9,21,Clouds
79665,59,1680553875000,1,19,Clouds
79666,95,1680553952000,11,29,Clouds
79667,94,1680553932000,4,36,Clouds
79668,105,1680553945000,5,31,Clouds
79669,36,1680553528000,2,38,Clouds
79670,93,1680553919000,36,4,Clouds
79671,22,1680553610000,3,16,Clouds
79672,50,1680554048000,16,24,Clouds
79673,110,1680553582000,20,20,Clouds
79674,12,1680553887000,6,14,Clouds
79675,34,1680553728000,30,0,Clouds
79676,78,1680554035000,10,30,Clouds
79677,2,1680553559000,3,17,Clouds
79678,75,1680553724000,9,31,Clouds
79679,111,1680553766000,9,31,Clouds
79680,26,1680553786000,10,10,Clouds
79681,65,1680553583000,0,40,Clouds
79682,15,1680553985000,0,13,Clouds
79683,86,1680553806000,26,12,Clouds
79684,35,1680553681000,15,14,Clouds
79685,10,1680553878000,12,4,Clouds
79686,100,1680554022000,25,0,Clouds
79687,24,1680553684000,3,17,Clouds
79688,64,1680553953000,21,19,Clouds
79689,109,1680554005000,10,19,Clouds
79690,85,1680553725000,21,14,Clouds
79691,107,1680553788000,16,24,Clouds
79692,33,1680553615000,16,7,Clouds
79693,44,1680554023000,10,20,Clouds
79694,89,1680553704000,0,40,Clouds
79695,57,1680554004000,2,21,Clouds
79696,80,1680553962000,11,29,Clouds
79697,41,1680553702000,12,8,Clouds
79698,3,1680553880000,7,13,Clouds
79699,40,1680554042000,5,16,Clouds
79700,29,1680553710000,15,14,Clouds
79701,103,1680553824000,9,31,Clouds
79702,28,1680553980000,1,29,Clouds
79703,39,1680554030000,0,20,Clouds
79704,83,1680553860000,20,20,Clouds
79705,92,1680553951000,36,4,Clouds
79706,21,1680553849000,0,30,Clouds
79707,88,1680553834000,20,10,Clouds
79708,42,1680554116000,22,8,Clouds
79709,30,1680554248000,3,17,Clouds
79710,54,1680554413000,10,23,Clouds
79711,108,1680554613000,5,30,Clouds
79712,20,1680554321000,1,29,Clouds
79713,56,1680554499000,11,29,Clouds
79714,6,1680554399000,5,15,Clouds
79715,18,1680554658000,16,14,Clouds
79716,32,1680554602000,10,20,Clouds
79717,52,1680554193000,3,29,Clouds
79718,48,1680554676000,11,29,Clouds
79719,13,1680554322000,8,22,Clouds
79720,43,1680554247000,29,0,Clouds
79721,31,1680554133000,15,5,Clouds
79722,98,1680554650000,13,27,Clouds
79723,14,1680554674000,20,10,Clouds
79724,1,1680554524000,10,21,Clouds
79725,23,1680554349000,28,2,Clouds
79726,106,1680554476000,11,29,Clouds
79727,112,1680554536000,24,5,Clouds
79728,68,1680554673000,15,25,Clouds
79729,74,1680554141000,11,19,Clouds
79730,87,1680554505000,4,34,Clouds
79731,84,1680554299000,6,24,Clouds
79732,90,1680554596000,2,38,Clouds
79733,11,1680554607000,8,22,Clouds
79734,17,1680554660000,7,13,Clouds
79735,45,1680554244000,16,14,Clouds
79736,114,1680554425000,1,39,Clouds
79737,72,1680554430000,6,25,Clouds
79738,63,1680554436000,17,18,Clouds
79739,113,1680554495000,8,32,Clouds
79740,91,1680554259000,29,1,Clouds
79741,99,1680554268000,0,30,Clouds
79742,9,1680554273000,0,24,Clouds
79743,67,1680554557000,26,14,Clouds
79744,116,1680554540000,0,30,Clouds
79745,55,1680554480000,5,29,Clouds
79746,62,1680554467000,8,12,Clouds
79747,5,1680554652000,40,0,Clouds
79748,97,1680554491000,25,15,Clouds
79749,61,1680554381000,1,24,Clouds
79750,77,1680554290000,11,18,Clouds
79751,73,1680554105000,5,25,Clouds
79752,4,1680554494000,2,18,Clouds
79753,49,1680554609000,34,6,Clouds
79754,19,1680554478000,2,28,Clouds
79755,7,1680554396000,6,23,Clouds
79756,60,1680554632000,28,1,Clouds
79757,102,1680554186000,2,38,Clouds
79758,38,1680554414000,2,38,Clouds
79759,53,1680554417000,1,39,Clouds
79760,58,1680554649000,5,35,Clouds
79761,66,1680554322000,7,33,Clouds
79762,104,1680554267000,10,30,Clouds
79763,101,1680554342000,7,23,Clouds
79764,115,1680554281000,24,6,Clouds
79765,47,1680554222000,1,39,Clouds
79766,117,1680554324000,9,31,Clouds
79767,8,1680554402000,7,23,Clouds
79768,27,1680554296000,1,18,Clouds
79769,16,1680554184000,15,5,Clouds
79770,96,1680554371000,4,26,Clouds
79771,82,1680554373000,5,3,Clouds
79772,76,1680554181000,19,19,Clouds
79773,71,1680554237000,18,22,Clouds
79774,79,1680554532000,1,26,Clouds
79775,69,1680554403000,30,10,Clouds
79776,25,1680554361000,19,11,Clouds
79777,51,1680554329000,30,10,Clouds
79778,37,1680554675000,9,21,Clouds
79779,59,1680554461000,0,20,Clouds
79780,95,1680554557000,11,29,Clouds
79781,94,1680554538000,4,36,Clouds
79782,105,1680554551000,5,31,Clouds
79783,36,1680554133000,2,38,Clouds
79784,93,1680554525000,36,4,Clouds
79785,22,1680554467000,2,17,Clouds
79786,50,1680554655000,16,24,Clouds
79787,110,1680554189000,20,20,Clouds
79788,12,1680554493000,6,14,Clouds
79789,34,1680554334000,30,0,Clouds
79790,78,1680554641000,10,30,Clouds
79791,2,1680554165000,3,17,Clouds
79792,75,1680554329000,9,31,Clouds
79793,111,1680554671000,10,30,Clouds
79794,26,1680554393000,10,10,Clouds
79795,65,1680554190000,0,40,Clouds
79796,15,1680554291000,1,12,Clouds
79797,86,1680554412000,26,12,Clouds
79798,35,1680554571000,16,13,Clouds
79799,10,1680554455000,14,2,Clouds
79800,100,1680554652000,25,0,Clouds
79801,24,1680554176000,3,17,Clouds
79802,64,1680554123000,20,20,Clouds
79803,109,1680554256000,11,18,Clouds
79804,85,1680554331000,21,14,Clouds
79805,107,1680554394000,16,24,Clouds
79806,33,1680554221000,16,7,Clouds
